iata,name,city,state,country,latitude,longitude
08OH,KENLEY,HARTFORD,OH,USA,41.29172222,-80.56368388
08OK,PARKS,WILBURTON,OK,USA,34.93148611,-95.25830277
08OL,BROKEN B,HYDRO,OK,USA,35.4080875,-98.60547777
08OR,SAXON SYCAN,SILVER LAKE,OR,USA,42.83931166,-121.1172175
08R,RICHMOND,WEST KINGSTON,RI,USA,41.4895,-71.62063888
08TN,PTC,FAYETTEVILLE,TN,USA,35.29891388,-86.47435694
08TS,FLYING G RANCH,BYNUM,TX,USA,32.02933888,-97.01060833
08TT,LZ TANGO CHARLIE,FREDERICKSBURG,TX,USA,30.30880277,-99.02222777
08TX,CROSS WIND,WEATHERFORD,TX,USA,32.85818111,-97.74752944
08U,STEVENS-CROSBY,NORTH FORK,NV,USA,41.51575122,-115.85992069
08UT,PINELODGE RWY,LA SAL,UT,USA,38.33501691,-109.13517602
08WA,P-L RANCH,LACEY,WA,USA,46.97041666,-122.72588888
08WI,FAIKEL AIRFIELD,HOWARD,WI,USA,44.58198611,-88.14225
08XA,KNOLLE RANCH,SNOOK,TX,USA,30.47925277,-96.50403055
08XS,PETERSON,OLD OCEAN,TX,USA,29.10805555,-95.7775
09A,BUTLER/CHOCTAW COUNTY,BUTLER,AL,USA,32.11930555,-88.12747222
09AK,WEST BEAVER,BIG LAKE,AK,USA,61.58936111,-149.84733333
09AN,KACHEMAK LANDING,HOMER,AK,USA,59.67210838,-151.65785738
09AZ,STRONGHOLD,ST DAVID,AZ,USA,31.92533333,-110.03816666
09CL,ALTA SIERRA,GRASS VALLEY,CA,USA,39.11206355,-121.05518858
09CO,COTTONWOOD FLD,SWINK,CO,USA,38.05556333,-103.65328027
09FA,PLACID LAKES,LAKE PLACID,FL,USA,27.24560222,-81.41312888
09FD,CHERYL-LANE LANDINGS,BUSHNELL,FL,USA,28.67110361,-82.08730666
09GA,SUNBELT STRIP,MOULTRIE,GA,USA,31.11129833,-83.68405833
09GE,ELLIOTT FLD,DAWSONVILLE,GA,USA,34.45841805,-84.18037083
09IA,SKYDIVE IOWA,BROOKLYN,IA,USA,41.74583166,-92.40935138
09ID,TAYLOR RANCH LANDING AREA,MOSCOW,ID,USA,45.10388888,-114.85527777
09IN,GORDON,COLUMBIA CITY,IN,USA,41.12088,-85.42497722
09J,JEKYLL ISLAND,JEKYLL ISLAND,GA,USA,31.07447222,-81.42777777
09K,SARGENT MUNI,SARGENT,NE,USA,41.63491666,-99.34213888
09KS,COFFMAN,WELLSVILLE,KS,USA,38.70695333,-95.13830333
09LL,PINE HILL,CAPRON,IL,USA,42.4680725,-88.74315861
09M,CHARLESTON MUNI,CHARLESTON,MS,USA,33.99136111,-90.07855555
09ME,PERROTTI SKYRANCH AIRFIELD,BERWICK,ME,USA,43.34083333,-70.85472222
09MT,PAINT CREEK RANCH,SULA,MT,USA,45.9093455,-113.763183
09N,AIRHAVEN,STAATSBURG,NY,USA,41.83263888,-73.87616666
09NC,WILLIAM IRVING LEWIS,BROADWAY,NC,USA,35.329325,-79.030025
09NE,SUMMER HILL FARM,BENNINGTON,NE,USA,41.33333083,-96.19363166
09NR,DAKOTA AIR RANCH,RAMSEUR,NC,USA,35.65,-79.65
09OK,RAGTIME AERODROME,COLLINSVILLE,OK,USA,36.35453888,-95.86388333
09PA,EAGLE FLD,PORT MATILDA,PA,USA,40.82700388,-77.98806027
09R,TYLER COUNTY,WOODVILLE,TX,USA,30.77520055,-94.4585325
09S,SULLIVAN LAKE STATE,METALINE FALLS,WA,USA,48.84089527,-117.28398583
09T,LAZY G BAR RANCH,DECATUR,TX,USA,33.28132069,-97.49669333
09TA,XWIND FARM,RAVENNA,TX,USA,33.72441666,-96.29830555
09TE,RUNNING M RANCH,GLEN ROSE,TX,USA,32.26680777,-97.86697611
09TS,PITCOCK ROSILLOS MOUNTAIN RANCH,MARATHON,TX,USA,29.48263055,-103.16297777
09TX,SMOKEY MTN RANCH,SHEFFIELD,TX,USA,30.73905166,-102.02374138
09UT,RUSTLER CANYON AIRSTRIP,MOAB,UT,USA,38.27582505,-109.72967836
09VA,ALUM RIDGE,FLOYD,VA,USA,36.97651777,-80.49394361
09WI,PARKWAY FARM STRIP,HOLMEN,WI,USA,44.00357333,-91.30764416
0A3,SMITHVILLE MUNI,SMITHVILLE,TN,USA,35.98544444,-85.80911111
0A4,JOHNSON CITY,JOHNSON CITY,TN,USA,36.36371666,-82.30902611
0A7,HENDERSONVILLE,HENDERSONVILLE,NC,USA,35.30761666,-82.43317416
0A8,BIBB COUNTY,CENTREVILLE,AL,USA,32.93693888,-87.09054722
0A9,ELIZABETHTON MUNI,ELIZABETHTON,TN,USA,36.37155794,-82.17272433
0AA1,YAKATAGA,YAKATAGA,AK,USA,60.08084861,-142.49549444
0AA4,FAREWELL,FAREWELL,AK,USA,62.50918333,-153.89062638
0AA5,RANGEVIEW AIRSTRIP,TRAPPER CREEK,AK,USA,62.31277777,-150.33583333
0AA7,KALIFONSKY MEADOWS,KENAI,AK,USA,60.49153888,-151.23525277
0AK,PILOT STATION,PILOT STATION,AK,USA,61.96147697,-162.94235461
0AK0,SCOTTS,NORTH POLE,AK,USA,64.3925,-146.86208333
0AK1,ANDERSON LAKE,WASILLA,AK,USA,61.61688055,-149.32153888
0AK2,YENTNA BEND STRIP,WILLOW,AK,USA,61.72473333,-150.68342777
0AK3,PARKER LAKE,MONTANA CREEK,AK,USA,62.034825,-150.49104444
0AK5,YOUNG CREEK,MAY CREEK,AK,USA,61.35651388,-142.73344444
0AK6,VICTORY,VICTORY BIBLE CAMP,AK,USA,61.80337444,-147.94415333
0AK7,BRADLEY LAKE HYDROELECTRIC PROJECT AIRSTRIP,HOMER,AK,USA,59.77606944,-150.95851388
0AK8,FIREWEED,MCCARTHY,AK,USA,61.42687777,-142.97883333
0AK9,FALCON LAKE STRIP,POINT MACKENZIE,AK,USA,61.33255,-150.05905277
0AL1,RESORT,FOLEY,AL,USA,30.44388888,-87.65694444
0AL5,FLOMATON,FLOMATON,AL,USA,31.03222222,-87.25277777
0AL9,WILSON CREEK,FLORENCE,AL,USA,34.85,-87.6325
0AR2,MISSION FLD-MAROTTI MEML,CRAWFORDSVILLE,AR,USA,35.26675444,-90.35009916
0AR3,BENT HICKORY AIR RANCH,POINT CEDAR,AR,USA,34.32802916,-93.25928888
0AZ1,EAGLETAIL,TONOPAH,AZ,USA,33.39565697,-113.22252713
0AZ2,WESTERN SKY AIRPARK,SALOME,AZ,USA,33.77805555,-113.64166666
0AZ4,FLYING BUCKET RANCH,MOBILE,AZ,USA,32.98227027,-112.28709277
0AZ5,CASTLE WELL,MORRISTOWN,AZ,USA,33.86586583,-112.60336833
0AZ9,EAGLE AIRPARK,BULLHEAD CITY,AZ,USA,34.88818194,-114.61663888
0B1,BETHEL RGNL,BETHEL,ME,USA,44.42516666,-70.80991666
0B2,BREWER,BREWER,ME,USA,44.76383333,-68.76786111
0B4,HARTINGTON MUNI/BUD BECKER FLD,HARTINGTON,NE,USA,42.60308333,-97.2535
0B5,TURNERS FALLS,MONTAGUE,MA,USA,42.59161111,-72.523
0B7,WARREN-SUGARBUSH,WARREN,VT,USA,44.11738888,-72.827
0B8,ELIZABETH FLD,FISHERS ISLAND,NY,USA,41.25213888,-72.03163888
0C0,DACY,HARVARD,IL,USA,42.40247222,-88.63238888
0C1,TRIPLE R,DEARBORN,MO,USA,39.48775,-94.78113888
0C2,HINCKLEY,HINCKLEY,IL,USA,41.77086277,-88.70341444
0C4,PENDER MUNI,PENDER,NE,USA,42.11341811,-96.72781338
0C5,CANADIAN LAKES,MECOSTA,MI,USA,43.57701111,-85.284
0C8,CUSHING FLD LTD,NEWARK,IL,USA,41.519475,-88.60562888
0CA0,POM WONDERFUL AIRSTRIP,DEL REY,CA,USA,36.65274444,-119.58711388
0CA4,SHEPHERD FARM,SANTA YNEZ,CA,USA,34.62220888,-120.0654225
0CA5,HOFFMAN,SANTA YSABEL,CA,USA,33.1430975,-116.74529944
0CA6,EMORY RANCH,OCOTILLO,CA,USA,32.74944444,-116.01611111
0CA9,BLECH RANCH,SHANDON,CA,USA,35.59496916,-120.33876527
0CD2,FOXX VALLEY,YODER,CO,USA,38.6525,-104.2345
0CD5,PINON CANYON,TRINIDAD,CO,USA,37.49068333,-104.14412361
0CD7,FOX HOLE,LAFAYETTE,CO,USA,40.00472222,-105.07194444
0CL0,YOSEMITE HIDDEN LAKE RANCH,RAYMOND,CA,USA,37.1180025,-119.91321361
0CL1,KREY FLD,ADELANTO,CA,USA,34.56943611,-117.55555555
0CL3,JOHN NICHOL'S FLD,CHULA VISTA,CA,USA,32.63337222,-116.89031111
0CN1,FIORINI RANCH,DELHI,CA,USA,37.45217777,-120.76475833
0CN2,SUTTER BUTTE DUSTERS,LIVE OAK,CA,USA,39.22862222,-121.68826527
0CO1,DAVE'S,LOUISVILLE,CO,USA,40.03331805,-105.12387305
0CO2,CRESTED BUTTE AIRPARK,CRESTED BUTTE,CO,USA,38.85193694,-106.93282055
0CO5,LEBEAU RANCH,KIOWA,CO,USA,39.30321666,-104.41403333
0CO6,FLYING M & M RANCH,NORWOOD,CO,USA,38.21943361,-108.21313333
0CO9,VAN TREESE,MONTE VISTA,CO,USA,37.65833444,-106.03391333
0D7,ADA,ADA,OH,USA,40.79060805,-83.82910388
0D8,GETTYSBURG MUNI,GETTYSBURG,SD,USA,44.98661111,-99.95288888
0E0,MORIARTY MUNI,MORIARTY,NM,USA,34.97816666,-106.00002777
0E8,CROWNPOINT,CROWNPOINT,NM,USA,35.71765888,-108.20159611
0E9,CORYDON,CORYDON,IA,USA,40.75622777,-93.24033611
0F2,BOWIE MUNI,BOWIE,TX,USA,33.60166666,-97.77555555
0F3,SPIRIT LAKE MUNI,SPIRIT LAKE,IA,USA,43.38742083,-95.13946805
0F4,LOUP CITY MUNI,LOUP CITY,NE,USA,41.28636111,-98.99002777
0F7,FOUNTAINHEAD LODGE AIRPARK,EUFAULA,OK,USA,35.38866666,-95.60027777
0F9,TISHOMINGO AIRPARK,TISHOMINGO,OK,USA,34.1985,-96.6745
0FA1,OTT'S LANDING,ARCADIA,FL,USA,27.30393472,-81.88036111
0FD0,THE 2A RANCH,ORMOND BEACH,FL,USA,29.26747944,-81.23006111
0FD3,DUGGER FLD,FREEPORT,FL,USA,30.49641666,-86.09383333
0FD4,YODER FLD,BLOUNTSTOWN,FL,USA,30.60748611,-85.02529166
0FD5,BREEZY KNOLL,DEFUNIAK SPRINGS,FL,USA,30.82018333,-86.34439166
0FD9,JOY FARMS,DEFUNIAK SPRINGS,FL,USA,30.65213555,-86.10938444
0FL0,HARPERS FLY-IN RANCH,CLEWISTON,FL,USA,26.70803888,-81.17570833
0FL9,MC DANIEL RANCH INC,CLEWISTON,FL,USA,26.39388888,-81.02305555
0G3,TECUMSEH MUNI,TECUMSEH,NE,USA,40.40094444,-96.17044444
0G6,WILLIAMS COUNTY,BRYAN,OH,USA,41.46730555,-84.50677777
0G7,FINGER LAKES RGNL,SENECA FALLS,NY,USA,42.88355555,-76.78116666
0GA0,HALLS FLYING RANCH,HAMPTON,GA,USA,33.35622611,-84.36714638
0GA1,MUSTANG FLD,HARTWELL,GA,USA,34.47788055,-82.89708722
0GA2,"AIRNAUTIQUE, INC",HARTWELL,GA,USA,34.38226944,-82.94548611
0GA3,AYRESOUTH,TEMPLE,GA,USA,33.77010583,-85.06077916
0GA6,SUNSET STRIP,JERSEY,GA,USA,33.73344611,-83.81879083
0GA8,PASO FINO FARM,VALDOSTA,GA,USA,30.88714111,-83.41599027
0GA9,GENTLE LANDINGS AIR PARK,ROBERTA,GA,USA,32.71359583,-84.02853888
0GE0,PINEWOOD,DOUGLASVILLE,GA,USA,33.78205111,-84.80077083
0GE1,CRYSTAL LAKE AIRPARK,IRWINVILLE,GA,USA,31.66546111,-83.44710555
0GE3,LOOKOUT MOUNTAIN,TRENTON,GA,USA,34.90280277,-85.46040555
0GE4,PECAN PATCH AIRSTRIP,SUNNYSIDE,GA,USA,33.33138888,-84.26666666
0GE5,MOUNTAIN AIRPARK,CLEVELAND,GA,USA,34.56176333,-83.71351277
0GE7,CARPENTER,APPLING,GA,USA,33.52027777,-82.3725
0GE9,PEGASUS RANCH,ROCKY FORD,GA,USA,32.69388888,-81.79861111
0H1,TREGO WAKEENEY,WAKEENEY,KS,USA,39.00652777,-99.89294444
0H7,KAHOKA MUNI,KAHOKA,MO,USA,40.42172222,-91.70666666
0I2,BRAZIL CLAY COUNTY,BRAZIL,IN,USA,39.47673555,-87.09970916
0I8,CYNTHIANA-HARRISON COUNTY,CYNTHIANA,KY,USA,38.36616388,-84.28334444
0IA4,SHARAR FLD,MEDIAPOLIS,IA,USA,41.02784444,-91.06347361
0IA5,MOORE,MILLERTON,IA,USA,40.872225,-93.26270944
0IA8,HANNEN,CENTER POINT,IA,USA,42.228,-91.751
0ID,W E RANCH,THATCHER,ID,USA,42.44818625,-111.77754305
0ID0,SOUTH FORK RANCH,FEATHERVILLE,ID,USA,43.60645,-115.10725
0ID1,ZIGGY'S,FILER,ID,USA,42.64121111,-114.60543333
0ID2,FLYING JOSEPH RANCH,MAY,ID,USA,44.44382944,-113.77508888
0ID3,COYOTE RUN,MOUNTAIN HOME,ID,USA,43.07578333,-115.67288333
0ID4,BLACK BUTTE RANCH,SHOSHONE,ID,USA,43.04768333,-114.470325
0ID7,Z X RANCH,MURPHY,ID,USA,43.23030833,-116.76319166
0ID8,PINNACLE,GRANGEVILLE,ID,USA,45.77519722,-116.178475
0ID9,CORRAL CREEK,HELMER,ID,USA,46.78527777,-116.47113055
0II0,CHUCK'S,ALBANY,IN,USA,40.2600425,-85.25330305
0II7,FROST FLD,GREENFIELD,IN,USA,39.79559833,-85.78608944
0II8,SUTTON'S FLD,LOWELL,IN,USA,41.32475722,-87.47586916
0II9,WINTERS,HALL,IN,USA,39.53421361,-86.57722194
0IL2,GRIFFIN,ALMA,IL,USA,38.80305555,-88.99777777
0IL7,DAVIS RLA,HAMMOND,IL,USA,39.78291666,-88.54670833
0IL9,JACK W WATSON,DE KALB,IL,USA,41.85475138,-88.78730805
0IN1,SNIDER FLD,DECKER,IN,USA,38.50004722,-87.59585722
0IN4,AIR PARK FLD,WOODBURN,IN,USA,41.14204722,-84.90900555
0IN5,BYRNE FLD,BYRNEVILLE,IN,USA,38.32895416,-86.03358166
0IN9,PARRISH,MOUNT VERNON,IN,USA,37.99310055,-87.95141777
0IS3,CADY AERIAL,DEER GROVE,IL,USA,41.66049166,-89.69419722
0J0,ABBEVILLE MUNI,ABBEVILLE,AL,USA,31.60172027,-85.23854472
0J4,FLORALA MUNI,FLORALA,AL,USA,31.04247361,-86.31156111
0J8,FLYING TEN,ARCHER,FL,USA,29.61942916,-82.50866805
0K6,DOBIE'S,INOLA,OK,USA,36.17934722,-95.580275
0K7,HUMBOLDT MUNI,HUMBOLDT,IA,USA,42.73486111,-94.24547222
0KS0,J V RANCH,OSAGE CITY,KS,USA,38.63334222,-95.92526694
0KS2,LEVERTON,UDALL,KS,USA,37.39390694,-97.15148472
0KS4,NORRIS,LAWRENCE,KS,USA,38.80723888,-95.37005555
0KS5,OASIS AERODROME,GREAT BEND,KS,USA,38.45066627,-98.79966941
0KS6,MOORE HOMESTEAD,HAYS,KS,USA,38.78725833,-99.44005833
0KS7,MONO AIRCRAFT,CHENEY,KS,USA,37.70018611,-97.88721944
0KS8,PEARCE FLD,PARSONS,KS,USA,37.38157222,-95.37589444
0KS9,LMN 120,DOUGLAS,KS,USA,37.51556111,-96.92160416
0KY0,OWEN AIR PARK,OWENTON,KY,USA,38.62277777,-84.77888888
0KY1,ARNEMANN FARMS,FRANKLIN,KY,USA,36.76572222,-86.61743611
0KY5,BOYCE WAFER FARM,BOWLING GREEN,KY,USA,36.8125,-86.375
0KY7,CLINTON-HICKMAN COUNTY,CLINTON,KY,USA,36.63611111,-88.99861111
0L4,LIDA JUNCTION,GOLDFIELD,NV,USA,37.49188888,-117.18841666
0L7,JEAN,JEAN,NV,USA,35.76826436,-115.32962197
0L9,ECHO BAY,OVERTON,NV,USA,36.31103786,-114.46389411
0LA1,DOUBLE H RANCH,GONZALES,LA,USA,30.22936277,-90.97343333
0LA3,BELCHER AIRPATCH,BELCHER,LA,USA,32.74931944,-93.87348611
0LA9,REBEL FLD,WALKER,LA,USA,30.58629722,-90.86148611
0LL0,KAUFIELD,BELVIDERE,IL,USA,42.26472222,-88.73
0LL1,JERSEYVILLE AVIATION INC,JERSEYVILLE,IL,USA,39.09421361,-90.31344722
0LL3,KOENIG,JERSEYVILLE,IL,USA,39.05504722,-90.34205833
0LL4,FLAHERTY FLD,LA SALLE,IL,USA,41.41920027,-89.12313916
0LL5,BUSBOOM,ST JOSEPH,IL,USA,40.11003333,-88.07837333
0LL6,GORD,SANDWICH,IL,USA,41.69836277,-88.60757722
0LS0,THERIOT FLD,THIBODAUX,LA,USA,29.74972222,-90.73583333
0LS5,STAFFORD,CANKTON,LA,USA,30.30416666,-92.1325
0LS7,MORGAN FLD,NEW ROADS,LA,USA,30.61276666,-91.48417222
0M0,BILLY FREE MUNI,DUMAS,AR,USA,33.88452777,-91.53427777
0M2,REELFOOT LAKE,TIPTONVILLE,TN,USA,36.47533333,-89.34630555
0M3,PAUL BRIDGES FLD,HOHENWALD,TN,USA,35.54597416,-87.59732444
0M4,BENTON COUNTY,CAMDEN,TN,USA,36.00954166,-88.12472777
0M5,HUMPHREYS COUNTY,WAVERLY,TN,USA,36.11661111,-87.73816666
0M8,BYERLEY,LAKE PROVIDENCE,LA,USA,32.82587916,-91.187665
0M9,DELHI MUNI,DELHI,LA,USA,32.41072222,-91.49852777
0MD1,TAYLOR FLD,SUDLERSVILLE,MD,USA,39.18733333,-75.79271166
0MD2,SQUIER LANDING,COBB ISLAND,MD,USA,38.28790611,-76.86746972
0MD6,WALTERS,MOUNT AIRY,MD,USA,39.38121444,-77.10581416
0ME4,PEASLEY FLD,OTIS,ME,USA,44.74246944,-68.47440277
0MI4,LESTERSON-DEMPSEY AIRSTRIP,GWINN,MI,USA,46.27022277,-87.38652833
0MI6,YOUNG'S,HULBERT,MI,USA,46.38751138,-85.18398138
0MO0,FERROS RANCH-AERO,CLINTON,MO,USA,38.4102975,-93.85021527
0MO1,FLYING G,CREIGHTON,MO,USA,38.54445861,-94.09466472
0MO3,VEACH FLD,FREEMAN,MO,USA,38.624925,-94.52165833
0MO5,JOE D LEWIS,EDINA,MO,USA,40.1333725,-92.10017861
0MO6,HARRISON,HURDLAND,MO,USA,40.07661111,-92.31928055
0MO8,SLOAN'S,ELSBERRY,MO,USA,39.14060416,-90.73679111
0MS0,TOPTON AIR ESTATES,MERIDIAN,MS,USA,32.47519166,-88.61694305
0MS2,MORGAN FLD,SEMINARY,MS,USA,31.54183361,-89.39173027
0MS7,ADDISON-HENLEY FLD,PASS CHRISTIAN,MS,USA,30.40212777,-89.32535833
0MS8,CATFISH POINT,BENOIT,MS,USA,33.69927611,-91.16511166
0MS9,SHENANDOAH VALLEY FARMS,HOUSTON,MS,USA,33.80067083,-89.02728305
0MT1,WILLIAMS FLD,AUGUSTA,MT,USA,47.4975,-112.39083333
0MT4,KIMP,HAMILTON,MT,USA,46.27861111,-114.14111111
0MT5,COTTONWOOD,LAUREL,MT,USA,45.63416666,-108.84888888
0MT6,HANSON,MARION,MT,USA,48.0376875,-114.67461944
0MT7,PINEHURST RANCH,THOMPSON FALLS,MT,USA,47.66077777,-115.40405555
0MT9,LONE HAWK,WHITEFISH,MT,USA,48.48333333,-114.4925
0MU4,SLAUGHTER,MARCELINE,MO,USA,39.61500277,-92.86558333
0MU7,LAMBS FLD,LONE JACK,MO,USA,38.87500861,-94.13966722
0MU9,RPM,FAIR GROVE,MO,USA,37.33778888,-93.16407777
0N0,ROOSTERVILLE,LIBERTY,MO,USA,39.28983333,-94.44244444
0N4,CHANDELLE,DOVER,DE,USA,39.20230555,-75.48541666
0NA1,GOERGER,BARNEY,ND,USA,46.245515,-97.03758555
0NA9,BOYD'S TURF,GOLVA,ND,USA,46.75001277,-103.8010325
0NC1,H & J STRIP,ELON,NC,USA,36.25811666,-79.48574444
0NC7,LINDSAY,MADISON,NC,USA,36.35722222,-79.9975
0NC8,FLYING S RANCH,CLEVELAND,NC,USA,35.75569527,-80.73534666
0ND0,GILBERTSON FLD,FLORA,ND,USA,47.92917138,-99.40040972
0ND6,SCHUMACHER STRIP,HAGUE,ND,USA,46.05498555,-99.91705833
0NE0,MERRIHEW,ASHBY,NE,USA,41.84998333,-101.95046027
0NE1,RUNNER LANDING AREA,ASHBY,NE,USA,42.40721027,-101.93156388
0NE9,FLYING V,UTICA,NE,USA,40.86776388,-97.35384861
0NJ6,DIX FLD,LINWOOD,NJ,USA,39.31678222,-74.63293583
0NK0,BERDICK FLD,CATTARAUGUS,NY,USA,42.33395138,-78.79086555
0NK2,WESTWIND FARM,CHARLTON,NY,USA,42.98340833,-74.01623777
0NK3,SEVEN GULLIES,GROVELAND,NY,USA,42.69589694,-77.79222222
0NM0,COLUMBUS MUNI,COLUMBUS,NM,USA,31.82371138,-107.62696722
0NM7,NEGRITO AIRSTRIP,RESERVE,NM,USA,33.52089444,-108.54283666
0NY0,BENNETTS,NORTH CREEK,NY,USA,43.70006472,-73.98291
0NY1,RUSSELL FLD,NORTHUMBERLAND,NY,USA,43.13924111,-73.65317277
0NY3,KERMIZIAN,OHIO,NY,USA,43.3139575,-74.93210111
0NY7,MURPHYS LNDG STRIP,PERTH,NY,USA,43.03757361,-74.18429777
0NY8,WENSKOSKI FLD,PERTH,NY,USA,42.99729611,-74.24541
0O2,BAKER,BAKER,CA,USA,35.28627777,-116.08136111
0O4,CORNING MUNI,CORNING,CA,USA,39.94610805,-122.17111666
0O9,WARD FLD,GASQUET,CA,USA,41.84558333,-123.98477777
0OH5,FREEMAN SWANK FARMS,BUTLER,OH,USA,40.59683055,-82.43173055
0OH6,FRY FLD,SPRING VALLEY,OH,USA,39.60061555,-84.019655
0OH8,FRY,PIQUA,OH,USA,40.18838305,-84.25605611
0OI6,VICTOR'S LANDING,KINGSVILLE,OH,USA,41.83811,-80.64368944
0OI9,HIDDEN QUARRY,LUCASVILLE,OH,USA,38.89451722,-83.11351277
0OK1,MCKEY,ELMORE CITY,OK,USA,34.657025,-97.40169194
0OK2,VISKUP FAMILY FLD,BARTLESVILLE,OK,USA,36.61055555,-96.09805555
0OK3,MCKINLEY RANCH,GEARY,OK,USA,35.61949388,-98.52257055
0OK4,ROCK CREEK FARM,COAL GATE,OK,USA,34.66064805,-96.2536125
0OK5,CHAPPELL,GUTHRIE,OK,USA,35.88893722,-97.40031777
0OK6,ELLIS/HARVEY,GUTHRIE,OK,USA,35.80171777,-97.38614972
0OK8,RAMEY 1,MARLOW,OK,USA,34.61416666,-98.02333333
0OK9,CRYSTAL,JENNINGS,OK,USA,36.21339777,-96.63697166
0OR3,LONG RANCH,MERRILL,OR,USA,42.01903861,-121.70388555
0OR5,EAST OREGON CATTLE COMPANY,EAGLE POINT,OR,USA,42.50345805,-122.85476444
0OR6,ROME SERVICE,ROME,OR,USA,42.83404527,-117.62904444
0OR7,MARR FLD,MONMOUTH,OR,USA,44.8540075,-123.26371166
0OR8,SUTTON ON ROGUE,WHITE CITY,OR,USA,42.48484694,-122.86615333
0OR9,HANEL FLD,MOUNT HOOD,OR,USA,45.59261722,-121.54868527
0P1,VAN PAK,PRAIRIE VIEW,KS,USA,39.83169444,-99.56844444
0P2,SHOESTRING AVIATION AIRFIELD,STEWARTSTOWN,PA,USA,39.79625416,-76.64639305
0P8,LAZY B RANCH,DOVER,PA,USA,40.02442361,-76.8153
0PA2,HAUNSTEIN,SHERMANS DALE,PA,USA,40.31675305,-77.12470222
0PA3,ROBBINS FARM,TROY,PA,USA,41.74728472,-76.76040138
0PA5,FISHER,FRANKLIN,PA,USA,41.49450111,-79.83088916
0PA6,HOSTETLER,HUNTINGDON,PA,USA,40.63090138,-77.85027638
0PN0,LAKEVIEW,SHEAKEYVILLE,PA,USA,41.44194722,-80.15509444
0PN5,NICHOLS,SPARTANSBURG,PA,USA,41.779225,-79.59838416
0PN6,MEMMI,THREE SPRINGS,PA,USA,40.16897055,-77.99250138
0PN7,DRILLMORE ACRES,NEWBURG,PA,USA,40.12833333,-77.63138888
0PN8,SHRIVER,TITUSVILLE,PA,USA,41.61672583,-79.6831075
0PS0,FREDERICK AIRPARK,TYLERSBURG,PA,USA,41.37089583,-79.34171055
0PS3,CARSONVILLE,CARSONVILLE,PA,USA,40.49036361,-76.76663555
0PS4,OLD ORCHARD,CURWENSVILLE,PA,USA,41.00839166,-78.56085861
0PS7,HARMAN,ELIZABETHVILLE,PA,USA,40.52230722,-76.8455275
0Q3,SONOMA VALLEY,SCHELLVILLE/SONOMA,CA,USA,38.22394225,-122.449711
0Q4,SELMA,SELMA,CA,USA,36.5810005,-119.656978
0Q5,SHELTER COVE,SHELTER COVE,CA,USA,40.02816666,-124.07430555
0Q9,SONOMA SKYPARK,SONOMA,CA,USA,38.25747222,-122.43455555
0R0,COLUMBIA/MARION COUNTY,COLUMBIA,MS,USA,31.29784638,-89.81148694
0R1,ATMORE MUNI,ATMORE,AL,USA,31.01613888,-87.44675
0R2,LINCOLN MUNI,LINCOLN,MO,USA,38.40233333,-93.33225
0R4,CONCORDIA PARISH,VIDALIA,LA,USA,31.562,-91.50647222
0R5,DAVID G JOYCE,WINNFIELD,LA,USA,31.96366222,-92.66026055
0R6,HAMPTON MUNI,HAMPTON,AR,USA,33.52261111,-92.46027777
0R7,THE RED RIVER,COUSHATTA,LA,USA,31.99027777,-93.30761111
0S0,LIND,LIND,WA,USA,46.97684194,-118.58723111
0S1,MEADOW CREEK USFS,MEADOW CREEK,MT,USA,47.84936516,-113.41741938
0S5,NEZPERCE MUNI,NEZPERCE,ID,USA,46.23847327,-116.23856927
0S7,DOROTHY SCOTT INTL,OROVILLE,WA,USA,48.95897222,-119.41197222
0S9,JEFFERSON COUNTY INTL,PORT TOWNSEND,WA,USA,48.05380555,-122.81063888
0SD0,LENLING,GLENCROSS,SD,USA,45.42498944,-100.89208805
0SD1,LODI,WAKONDA,SD,USA,42.97222222,-96.98016666
0SD3,BLEDSOE RANCH,HOOVER,SD,USA,45.26943444,-103.21712277
0TA2,SMITH FARMS,HALFWAY,TX,USA,34.21673944,-101.92545777
0TA4,ERCO FLD,KAUFMAN,TX,USA,32.49791583,-96.27053444
0TA8,B FLYING RANCH,MASON,TX,USA,30.67083333,-99.33194444
0TE0,ROBERTSON RANCH,COMSTOCK,TX,USA,29.69299111,-101.16177111
0TE4,HILLTOP LAKES,HILLTOP LAKES,TX,USA,31.08080833,-96.21498055
0TE5,SANTA MARIA RANCH,LAREDO,TX,USA,27.43379444,-99.18593888
0TE6,GORMAN,GORMAN,TX,USA,32.20430416,-98.66561
0TE7,LBJ RANCH,JOHNSON CITY,TX,USA,30.25181277,-98.62253111
0TN0,R & S BUZZARD,SPRING HILL,TN,USA,35.67666666,-86.89666666
0TN2,VILLAGE,GREENBACK,TN,USA,35.65591222,-84.18546972
0TN5,MC DONALD,MURFREESBORO,TN,USA,35.86736111,-86.49777777
0TN6,RINER FARM,NORRIS,TN,USA,36.18341194,-84.09908611
0TS0,HYE,HYE,TX,USA,30.25171111,-98.56243888
0TS1,DOOLEY,JUSTIN,TX,USA,33.0987325,-97.27251694
0TS5,BASS BREEZE RANCH,CLEVELAND,TX,USA,30.44187166,-95.18632583
0TS7,FLYING U,MINERAL WELLS,TX,USA,32.83345944,-98.12532222
0TS9,MCCLELLAN CREEK,MCLEAN,TX,USA,35.34010555,-100.629575
0TX0,NASSAU BAY,GRANBURY,TX,USA,32.41958361,-97.712805
